uuid,title,body/format,body/value,field_standards_framework,field_standards_hierarchy,field_standards_taxonomy,field_org_level_1,field_org_level_2,field_org_level_3,field_standard_ref,status
mathcc-8-sp-3,CCSS.Math.Content.8.SP.3,basic_html,"<p>Apply geometric methods to solve design problems (e.g., designing an object or structure to satisfy physical constraints or minimize cost; working with typographic grid systems based on ratios).★</p>",14783,51150,16470,Grade 8,Statistics and Probability,"objects (e.g., modeling a tree trunk or a human torso as a cylinder).★",8.SP.3,TRUE
mathcc-8-sp-2,CCSS.Math.Content.8.SP.2,basic_html,"<p>Use statistics appropriate to the shape of the data distribution to compare center (median, mean) and spread (interquartile range, standard deviation) of two or more different data sets.</p>",14783,51151,16470,Grade 8,Statistics and Probability,"Represent data with plots on the real number line (dot plots, histograms, and box plots).",8.SP.2,TRUE
mathcc-8-sp-3,CCSS.Math.Content.8.SP.3,basic_html,"<p>Interpret differences in shape, center, and spread in the context of the data sets, accounting for possible effects of extreme data points (outliers).</p>",14783,51151,16470,Grade 8,Statistics and Probability,"Represent data with plots on the real number line (dot plots, histograms, and box plots).",8.SP.3,TRUE
mathcc-8-sp-4,CCSS.Math.Content.8.SP.4,basic_html,"<p>Use the mean and standard deviation of a data set to fit it to a normal distribution and to estimate population percentages. Recognize that there are data sets for which such a procedure is not appropriate. Use calculators, spreadsheets, and tables to estimate areas under the normal curve. Summarize, represent, and interpret data on two categorical and quantitative variables</p>",14783,51151,16470,Grade 8,Statistics and Probability,"Represent data with plots on the real number line (dot plots, histograms, and box plots).",8.SP.4,TRUE
mathcc-8-sp-5,CCSS.Math.Content.8.SP.5,basic_html,"<p>Summarize categorical data for two categories in two-way frequency tables. Interpret relative frequencies in the context of the data (including joint, marginal, and conditional relative frequencies). Recognize possible associations and trends in the data.</p>",14783,51151,16470,Grade 8,Statistics and Probability,"Represent data with plots on the real number line (dot plots, histograms, and box plots).",8.SP.5,TRUE
mathcc-8-sp-6,CCSS.Math.Content.8.SP.6,basic_html,"<p>Represent data on two quantitative variables on a scatter plot, and describe how the variables are related.</p>",14783,51151,16470,Grade 8,Statistics and Probability,"Represent data with plots on the real number line (dot plots, histograms, and box plots).",8.SP.6,TRUE
mathcc-8-sp-7,CCSS.Math.Content.8.SP.7,basic_html,<p>Interpret the slope (rate of change) and the intercept (constant term) of a linear model in the context of the data.</p>,14783,51152,16470,Grade 8,Statistics and Probability,Interpret linear models,8.SP.7,TRUE
mathcc-8-sp-8,CCSS.Math.Content.8.SP.8,basic_html,<p>Compute (using technology) and interpret the correlation coefficient of a linear fit.</p>,14783,51152,16470,Grade 8,Statistics and Probability,Interpret linear models,8.SP.8,TRUE
mathcc-8-sp-9,CCSS.Math.Content.8.SP.9,basic_html,<p>Distinguish between correlation and causation. Making Inferences and Justifying Conclusions S-IC Understand and evaluate random processes underlying statistical experiments 1. Understand statistics as a process for making inferences about population parameters based on a random sample from that population.</p>,14783,51152,16470,Grade 8,Statistics and Probability,Interpret linear models,8.SP.9,TRUE
mathcc-8-sp-2,CCSS.Math.Content.8.SP.2,basic_html,"<p>Decide if a specified model is consistent with results from a given data-generating process, e.g., using simulation. For example, a model says a spinning coin falls heads up with probability 0.5. Would a result of 5 tails in a row cause you to question the model? Make inferences and justify conclusions from sample surveys, experiments, and observational studies</p>",14783,51152,16470,Grade 8,Statistics and Probability,Interpret linear models,8.SP.2,TRUE
mathcc-8-sp-3,CCSS.Math.Content.8.SP.3,basic_html,"<p>Recognize the purposes of and differences among sample surveys, experiments, and observational studies; explain how randomization relates to each.</p>",14783,51152,16470,Grade 8,Statistics and Probability,Interpret linear models,8.SP.3,TRUE
mathcc-8-sp-4,CCSS.Math.Content.8.SP.4,basic_html,<p>Use data from a sample survey to estimate a population mean or proportion; develop a margin of error through the use of simulation models for random sampling.</p>,14783,51152,16470,Grade 8,Statistics and Probability,Interpret linear models,8.SP.4,TRUE
mathcc-8-sp-5,CCSS.Math.Content.8.SP.5,basic_html,<p>Use data from a randomized experiment to compare two treatments; use simulations to decide if differences between parameters are significant.</p>,14783,51152,16470,Grade 8,Statistics and Probability,Interpret linear models,8.SP.5,TRUE
mathcc-8-sp-6,CCSS.Math.Content.8.SP.6,basic_html,"<p>Evaluate reports based on data. Conditional Probability and the Rules of Probability S-CP Understand independence and conditional probability and use them to interpret data 1. Describe events as subsets of a sample space (the set of outcomes) using characteristics (or categories) of the outcomes, or as unions, intersections, or complements of other events (“or,” “and,” “not”).</p>",14783,51152,16470,Grade 8,Statistics and Probability,Interpret linear models,8.SP.6,TRUE
mathcc-8-sp-2,CCSS.Math.Content.8.SP.2,basic_html,"<p>Understand that two events A and B are independent if the probability of A and B occurring together is the product of their probabilities, and use this characterization to determine if they are independent.</p>",14783,51152,16470,Grade 8,Statistics and Probability,Interpret linear models,8.SP.2,TRUE
mathcc-8-sp-3,CCSS.Math.Content.8.SP.3,basic_html,"<p>Understand the conditional probability of A given B as P(A and B)/P(B), and interpret independence of A and B as saying that the conditional probability of A given B is the same as the probability of A, and the conditional probability of B given A is the same as the probability of B.</p>",14783,51152,16470,Grade 8,Statistics and Probability,Interpret linear models,8.SP.3,TRUE
mathcc-8-sp-4,CCSS.Math.Content.8.SP.4,basic_html,"<p>Construct and interpret two-way frequency tables of data when two categories are associated with each object being classified. Use the two-way table as a sample space to decide if events are independent and to approximate conditional probabilities. For example, collect data from a random sample of students in your school on their favorite subject among math, science, and English. Estimate the probability that a randomly selected student from your school will favor science given that the student is in tenth grade. Do the same for other subjects and compare the results.</p>",14783,51152,16470,Grade 8,Statistics and Probability,Interpret linear models,8.SP.4,TRUE
mathcc-8-sp-5,CCSS.Math.Content.8.SP.5,basic_html,"<p>Recognize and explain the concepts of conditional probability and independence in everyday language and everyday situations. For example, compare the chance of having lung cancer if you are a smoker with the chance of being a smoker if you have lung cancer. Use the rules of probability to compute probabilities of compound events in a uniform probability model</p>",14783,51152,16470,Grade 8,Statistics and Probability,Interpret linear models,8.SP.5,TRUE
mathcc-8-sp-6,CCSS.Math.Content.8.SP.6,basic_html,"<p>Find the conditional probability of A given B as the fraction of B’s outcomes that also belong to A, and interpret the answer in terms of the model.</p>",14783,51152,16470,Grade 8,Statistics and Probability,Interpret linear models,8.SP.6,TRUE
mathcc-8-sp-7,CCSS.Math.Content.8.SP.7,basic_html,"<p>Apply the Addition Rule, P(A or B) = P(A) + P(B) – P(A and B), and interpret the answer in terms of the model.</p>",14783,51152,16470,Grade 8,Statistics and Probability,Interpret linear models,8.SP.7,TRUE
mathcc-8-sp-8,CCSS.Math.Content.8.SP.8,basic_html,"<p>(+) Apply the general Multiplication Rule in a uniform probability model, P(A and B) = P(A)P(B|A) = P(B)P(A|B), and interpret the answer in terms of the model.</p>",14783,51152,16470,Grade 8,Statistics and Probability,Interpret linear models,8.SP.8,TRUE
mathcc-8-sp-9,CCSS.Math.Content.8.SP.9,basic_html,<p>(+) Use permutations and combinations to compute probabilities of compound events and solve problems. Using Probability to Make Decisions S-MD Calculate expected values and use them to solve problems 1. (+) Define a random variable for a quantity of interest by assigning a numerical value to each event in a sample space; graph the corresponding probability distribution using the same graphical displays as for data distributions.</p>,14783,51152,16470,Grade 8,Statistics and Probability,Interpret linear models,8.SP.9,TRUE
mathcc-8-sp-2,CCSS.Math.Content.8.SP.2,basic_html,<p>(+) Calculate the expected value of a random variable; interpret it as the mean of the probability distribution.</p>,14783,51152,16470,Grade 8,Statistics and Probability,Interpret linear models,8.SP.2,TRUE
mathcc-8-sp-3,CCSS.Math.Content.8.SP.3,basic_html,"<p>(+) Develop a probability distribution for a random variable defined for a sample space in which theoretical probabilities can be calculated; find the expected value. For example, find the theoretical probability distribution for the number of correct answers obtained by guessing on all five questions of a multiple-choice test where each question has four choices, and find the expected grade under various grading schemes.</p>",14783,51152,16470,Grade 8,Statistics and Probability,Interpret linear models,8.SP.3,TRUE
mathcc-8-sp-4,CCSS.Math.Content.8.SP.4,basic_html,"<p>(+) Develop a probability distribution for a random variable defined for a sample space in which probabilities are assigned empirically; find the expected value. For example, find a current data distribution on the number of TV sets per household in the United States, and calculate the expected number of sets per household. How many TV sets would you expect to find in 100 randomly selected households? Use probability to evaluate outcomes of decisions</p>",14783,51152,16470,Grade 8,Statistics and Probability,Interpret linear models,8.SP.4,TRUE
mathcc-8-sp-5,CCSS.Math.Content.8.SP.5,basic_html,<p>(+) Weigh the possible outcomes of a decision by assigning probabilities to payoff values and finding expected values.</p>,14783,51152,16470,Grade 8,Statistics and Probability,Interpret linear models,8.SP.5,TRUE
mathcc-8-sp-6,CCSS.Math.Content.8.SP.6,basic_html,"<p>(+) Use probabilities to make fair decisions (e.g., drawing by lots, using a random number generator).</p>",14783,51153,16470,Grade 8,Statistics and Probability,"automobile insurance policy using various, but reasonable, chances of having a minor or a major acci",8.SP.6,TRUE
mathcc-8-sp-7,CCSS.Math.Content.8.SP.7,basic_html,"<p>(+) Analyze decisions and strategies using probability concepts (e.g., product testing, medical testing, pulling a hockey goalie at the end of a game).</p>",14783,51153,16470,Grade 8,Statistics and Probability,"automobile insurance policy using various, but reasonable, chances of having a minor or a major acci",8.SP.7,TRUE
